index,upstream_sha,subject,planned_areas,planned_treatment,path_count,upstream_paths,status,review_note,crew_evidence,validation
87,01c87a350b0fda89c8d333a5dd6c0e9d89d0c03f,Apply access policy when reusing channel agents (#6838),03-managed-agents;04-desktop,integrate final released behavior,7,desktop/src/features/agents/agentReuse.test.mjs;desktop/src/features/agents/agentReuse.ts;desktop/src/features/agents/channelAgents.ts;desktop/src/features/agents/hooks.ts;desktop/src/features/messages/ui/useMentionSendFlow.ts;desktop/src/shared/api/types.ts;desktop/tests/e2e/mentions.spec.ts,adapted,Final 0.5.22 source for Apply access policy when reusing channel agents is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/features/agents/agentReuse.test.mjs;desktop/src/features/agents/agentReuse.ts;desktop/src/features/agents/channelAgents.ts;desktop/src/features/agents/hooks.ts;desktop/src/features/messages/ui/useMentionSendFlow.ts;desktop/src/shared/api/types.ts;desktop/tests/e2e/mentions.spec.ts;plans/reports/implementer-260905-desktop-message-notification-huddle-ports.md;/tmp/crew-profile-agent-final-tests.log;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 2 target-exact, 5 adapted, 0 intentional Crew/mapped paths. 1374 message tests and 193 focused integration tests passed at report snapshot. 1170 scoped profile/agent tests passed; scoped TypeScript clean. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
88,8f3566ad9ebbd225e53ce66a7072ceee074eb25a,Deduplicate ACP thread prompt context (#6706),03-agent-runtime,adapt prompt completeness,2,crates/buzz-acp/src/pool.rs;crates/buzz-acp/src/queue.rs,adapted,Released prompt deduplication and missing-root semantics coexist with Crew retrieval hints and conversation history.,crates/buzz-acp/src/pool.rs;crates/buzz-acp/src/queue.rs;plans/reports/implementer-260905-acp-priority-ports.md;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 0 target-exact, 2 adapted, 0 intentional Crew/mapped paths. 1175 ACP library tests, 14 integration tests, 6 PostgreSQL regressions passed. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
89,03bfc837cbe463de9ef59a86742825a4863fb603,fix(desktop-tooltip): increase surface contrast (#6897),04-desktop,integrate final released behavior,3,desktop/src/shared/ui/tooltip.tsx;desktop/tests/e2e/entity-link-recipient-cards.spec.ts;desktop/tests/e2e/tooltip-semantics.spec.ts,adapted,Final 0.5.22 source for fix(desktop-tooltip): increase surface contrast is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/shared/ui/tooltip.tsx;desktop/tests/e2e/entity-link-recipient-cards.spec.ts;desktop/tests/e2e/tooltip-semantics.spec.ts;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 0 target-exact, 3 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
90,eb8e97cfe74afbe560d92f3a8f470967a992767f,fix(desktop): show edited head content in thread panel (#6887),04-desktop,integrate final released behavior,6,desktop/playwright.config.ts;desktop/src/features/messages/lib/independentThreadPanel.test.mjs;desktop/src/features/messages/lib/independentThreadPanel.ts;desktop/src/testing/e2eBridge.ts;desktop/tests/e2e/thread-head-stale-edit.spec.ts;desktop/tests/helpers/bridge.ts,adapted,Final 0.5.22 source for fix(desktop): show edited head content in thread panel is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/playwright.config.ts;desktop/src/features/messages/lib/independentThreadPanel.test.mjs;desktop/src/features/messages/lib/independentThreadPanel.ts;desktop/src/testing/e2eBridge.ts;desktop/tests/e2e/thread-head-stale-edit.spec.ts;desktop/tests/helpers/bridge.ts;plans/reports/implementer-260905-desktop-message-notification-huddle-ports.md;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 2 target-exact, 4 adapted, 0 intentional Crew/mapped paths. 1374 message tests and 193 focused integration tests passed at report snapshot. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
91,79df468255b50f6aa7bd9cb19a622a4a37b88dac,Add Buzz benchmark evaluation layers (#6823),01-toolchain-ci-docs,integrate final released behavior,14,Justfile;benchmarks/buzz-dataset/README.md;benchmarks/buzz-dataset/ambiguous-user-mention/task.toml;benchmarks/buzz-dataset/create-channel-invite-users/task.toml;benchmarks/buzz-dataset/cross-thread-requests/task.toml;benchmarks/buzz-dataset/interleaved-agent-reports/task.toml;benchmarks/buzz-dataset/multiline-message/task.toml;benchmarks/buzz-dataset/narrative-agent-names/task.toml;benchmarks/buzz-dataset/read-named-path-outside-workspace/task.toml;benchmarks/buzz-dataset/reply-to-thread/task.toml;benchmarks/buzz-dataset/user-mention/task.toml;benchmarks/harbor-buzz-orchestra/README.md;benchmarks/harbor-buzz-orchestra/scripts/benchmark.py;benchmarks/harbor-buzz-orchestra/testbed/tests/test_benchmark.py,adapted,Final 0.5.22 source for Add Buzz benchmark evaluation layers is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,Justfile;benchmarks/buzz-dataset/README.md;benchmarks/buzz-dataset/ambiguous-user-mention/task.toml;benchmarks/buzz-dataset/create-channel-invite-users/task.toml;benchmarks/buzz-dataset/cross-thread-requests/task.toml;benchmarks/buzz-dataset/interleaved-agent-reports/task.toml;benchmarks/buzz-dataset/multiline-message/task.toml;benchmarks/buzz-dataset/narrative-agent-names/task.toml;benchmarks/buzz-dataset/read-named-path-outside-workspace/task.toml;benchmarks/buzz-dataset/reply-to-thread/task.toml;benchmarks/buzz-dataset/user-mention/task.toml;benchmarks/harbor-buzz-orchestra/README.md;benchmarks/harbor-buzz-orchestra/scripts/benchmark.py;benchmarks/harbor-buzz-orchestra/testbed/tests/test_benchmark.py;plans/reports/implementer-260905-supporting-source-ports.md;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 13 target-exact, 1 adapted, 0 intentional Crew/mapped paths. Benchmark 91 tests; testbed 39 passed, 1 live-provider skip. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
92,ceb8ba605f43728bdab64aa461211baeeb54364a,fix(desktop): accent-colored mention badges that count thread mentions (#6900),04-desktop,integrate final released behavior,12,desktop/src-tauri/src/observed_unread.rs;desktop/src/features/channels/observedUnreadNative.test.mjs;desktop/src/features/channels/observedUnreadNativeRig.mjs;desktop/src/features/channels/useUnreadChannels.ts;desktop/src/features/sidebar/ui/SidebarSection.tsx;desktop/src/shared/api/tauriObservedUnread.ts;desktop/src/shared/styles/globals/theme.css;desktop/src/testing/e2eBridge.ts;desktop/tailwind.config.js;desktop/tests/e2e/badge.spec.ts;desktop/tests/e2e/channel-activity-popover.spec.ts;desktop/tests/e2e/thread-unread.spec.ts,adapted,Final 0.5.22 source for fix(desktop): accent-colored mention badges that count thread mentions is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src-tauri/src/observed_unread.rs;desktop/src/features/channels/observedUnreadNative.test.mjs;desktop/src/features/channels/observedUnreadNativeRig.mjs;desktop/src/features/channels/useUnreadChannels.ts;desktop/src/features/sidebar/ui/SidebarSection.tsx;desktop/src/shared/api/tauriObservedUnread.ts;desktop/src/shared/styles/globals/theme.css;desktop/src/testing/e2eBridge.ts;desktop/tailwind.config.js;desktop/tests/e2e/badge.spec.ts;desktop/tests/e2e/channel-activity-popover.spec.ts;desktop/tests/e2e/thread-unread.spec.ts;plans/reports/implementer-260905-native-release-integration.md;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 7 target-exact, 5 adapted, 0 intentional Crew/mapped paths. Native tests 3431 passed, 19 ignored; clippy passed. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
93,cdab765748ddfeba10830a9a5331b6157bd321df,Add gated security reviews (#6816),01-toolchain-ci-docs,integrate final released behavior,5,.github/scripts/codex-security-review.js;.github/scripts/codex-security-review.test.js;.github/workflows/ci.yml;.github/workflows/codex-security-review.yml;Justfile,retained-Crew-divergence,Retain NuncioCrew Gate and manual Crew release ownership; upstream-only cache/deployment/security-review lane changes are not activated. Shared production code is evaluated separately.,intentionally-omitted:.github/scripts/codex-security-review.js;intentionally-omitted:.github/scripts/codex-security-review.test.js;.github/workflows/ci.yml;intentionally-omitted:.github/workflows/codex-security-review.yml;Justfile;.github/workflows/nuncio-crew-ci.yml;.github/workflows/nuncio-crew-release.yml;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 0 target-exact, 2 adapted, 3 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
94,cada3028ceda7ebdae61329f15b5364ca0d23dd4,fix(desktop): keep project sheets independent from threads (#6901),04-desktop,integrate final released behavior,8,desktop/src/features/channels/ui/ChannelPane.helpers.test.mjs;desktop/src/features/channels/ui/ChannelPane.helpers.ts;desktop/src/features/channels/ui/ChannelPane.tsx;desktop/src/features/channels/ui/FocusThreadDrawer.tsx;desktop/src/features/channels/ui/RightAuxiliaryPane.tsx;desktop/src/features/channels/ui/ThreadPanelSurface.tsx;desktop/src/features/channels/ui/useFocusDrawerPresence.ts;desktop/tests/e2e/project-commit-detail.spec.ts,adapted,Final 0.5.22 source for fix(desktop): keep project sheets independent from threads is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/features/channels/ui/ChannelPane.helpers.test.mjs;desktop/src/features/channels/ui/ChannelPane.helpers.ts;desktop/src/features/channels/ui/ChannelPane.tsx;desktop/src/features/channels/ui/FocusThreadDrawer.tsx;desktop/src/features/channels/ui/RightAuxiliaryPane.tsx;desktop/src/features/channels/ui/ThreadPanelSurface.tsx;desktop/src/features/channels/ui/useFocusDrawerPresence.ts;desktop/tests/e2e/project-commit-detail.spec.ts;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 4 target-exact, 4 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
95,b622003f74aa5bf9b659786452813299a25e4897,broker: define the agent-to-broker action contract (#6742),01-toolchain-ci-docs;03-agent-runtime,integrate final released behavior,10,Cargo.toml;crates/buzz-sdk/src/broker/actions/args.rs;crates/buzz-sdk/src/broker/actions/mod.rs;crates/buzz-sdk/src/broker/actions/outcomes.rs;crates/buzz-sdk/src/broker/client.rs;crates/buzz-sdk/src/broker/correlate.rs;crates/buzz-sdk/src/broker/mod.rs;crates/buzz-sdk/src/broker/tests.rs;crates/buzz-sdk/src/broker/wire.rs;crates/buzz-sdk/src/lib.rs,adapted,Final 0.5.22 source for broker: define the agent-to-broker action contract is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,Cargo.toml;crates/buzz-sdk/src/broker/actions/args.rs;crates/buzz-sdk/src/broker/actions/mod.rs;crates/buzz-sdk/src/broker/actions/outcomes.rs;crates/buzz-sdk/src/broker/client.rs;crates/buzz-sdk/src/broker/correlate.rs;crates/buzz-sdk/src/broker/mod.rs;crates/buzz-sdk/src/broker/tests.rs;crates/buzz-sdk/src/broker/wire.rs;crates/buzz-sdk/src/lib.rs;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 8 target-exact, 2 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
96,c856be0fb954c9e5267d622841098c24e3381e8f,fix(desktop): keep the draft space when typing right after a mention pick (#6875),04-desktop,integrate final released behavior,2,desktop/src/features/messages/lib/mentionHighlightExtension.test.mjs;desktop/src/features/messages/lib/mentionHighlightExtension.ts,adapted,Final 0.5.22 source for fix(desktop): keep the draft space when typing right after a mention pick is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/features/messages/lib/mentionHighlightExtension.test.mjs;desktop/src/features/messages/lib/mentionHighlightExtension.ts;plans/reports/implementer-260905-desktop-message-notification-huddle-ports.md;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 0 target-exact, 2 adapted, 0 intentional Crew/mapped paths. 1374 message tests and 193 focused integration tests passed at report snapshot. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
97,4d77175c78f4df48e13398b25b271e3ac1b31dd3,fix(client): resurface hidden DMs from live activity (#6885),04-desktop;04-mobile,integrate final released behavior,28,desktop/src/app/AppShell.tsx;desktop/src/features/channels/dmResurface.test.mjs;desktop/src/features/channels/dmResurface.ts;desktop/src/features/channels/hiddenDmResurfaceAction.test.mjs;desktop/src/features/channels/hiddenDmResurfaceAction.ts;desktop/src/features/channels/hiddenDmResurfaceCoordinator.test.mjs;desktop/src/features/channels/hiddenDmResurfaceCoordinator.ts;desktop/src/features/channels/hooks.ts;desktop/src/features/channels/useDmResurfaceBatching.test.mjs;desktop/src/features/channels/useDmResurfaceFromMessages.ts;desktop/src/features/channels/useHiddenDmIds.ts;desktop/src/features/home/hiddenDmInboxAction.test.mjs;desktop/src/features/home/hiddenDmInboxAction.ts;desktop/src/features/home/ui/HomeScreen.tsx;desktop/src/features/home/ui/HomeView.tsx;desktop/src/features/home/ui/InboxDetailPane.tsx;desktop/src/features/home/ui/InboxListPane.tsx;desktop/src/features/home/ui/inboxReopenNavigation.test.mjs;desktop/src/features/home/useHiddenDmInboxNavigation.ts;desktop/src/shared/api/relayClientShared.ts;mobile/lib/features/activity/activity_page.dart;mobile/lib/features/activity/activity_provider.dart;mobile/lib/features/activity/dm_resurface.dart;mobile/lib/features/channels/channels_provider.dart;mobile/lib/features/channels/channels_provider_lifecycle.dart;mobile/lib/shared/relay/nostr_filters.dart;mobile/test/features/activity/activity_provider_test.dart;mobile/test/features/activity/dm_resurface_test.dart,adapted,Final 0.5.22 source for fix(client): resurface hidden DMs from live activity is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/app/AppShell.tsx;desktop/src/features/channels/dmResurface.test.mjs;desktop/src/features/channels/dmResurface.ts;desktop/src/features/channels/hiddenDmResurfaceAction.test.mjs;desktop/src/features/channels/hiddenDmResurfaceAction.ts;desktop/src/features/channels/hiddenDmResurfaceCoordinator.test.mjs;desktop/src/features/channels/hiddenDmResurfaceCoordinator.ts;desktop/src/features/channels/hooks.ts;desktop/src/features/channels/useDmResurfaceBatching.test.mjs;desktop/src/features/channels/useDmResurfaceFromMessages.ts;desktop/src/features/channels/useHiddenDmIds.ts;desktop/src/features/home/hiddenDmInboxAction.test.mjs;desktop/src/features/home/hiddenDmInboxAction.ts;desktop/src/features/home/ui/HomeScreen.tsx;desktop/src/features/home/ui/HomeView.tsx;desktop/src/features/home/ui/InboxDetailPane.tsx;desktop/src/features/home/ui/InboxListPane.tsx;desktop/src/features/home/ui/inboxReopenNavigation.test.mjs;desktop/src/features/home/useHiddenDmInboxNavigation.ts;desktop/src/shared/api/relayClientShared.ts;mobile/lib/features/activity/activity_page.dart;mobile/lib/features/activity/activity_provider.dart;mobile/lib/features/activity/dm_resurface.dart;mobile/lib/features/channels/channels_provider.dart;mobile/lib/features/channels/channels_provider_lifecycle.dart;mobile/lib/shared/relay/nostr_filters.dart;mobile/test/features/activity/activity_provider_test.dart;mobile/test/features/activity/dm_resurface_test.dart;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 21 target-exact, 7 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
98,b3baa56ba83d01a0b7292d81aae9370f5616c62b,fix(db): exclude kind:30179 ciphertext from brownfield FTS (#6822),01-toolchain-ci-docs;02-shared-substrate,integrate final released behavior,4,crates/buzz-db/src/migration.rs;crates/buzz-search/tests/fts_integration.rs;migrations/0033_private_managed_agent_fts.sql;schema/schema.sql,adapted,Final 0.5.22 source for fix(db): exclude kind:30179 ciphertext from brownfield FTS is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached. Released migrations 0033–0044 map byte-for-byte to Crew 0034–0045; Crew applied 0001–0033 remain unchanged.,final-target-deleted:crates/buzz-db/src/migration.rs;final-target-deleted:crates/buzz-search/tests/fts_integration.rs;migrations/0034_private_managed_agent_fts.sql;schema/schema.sql;plans/reports/260905-substrate-integration.md;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 2 target-exact, 1 adapted, 1 intentional Crew/mapped paths. 272 committed isolated PostgreSQL tests passed. Historical checksums preserved; released SQL mapping verified. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
99,27c1a7c91b658535c8a655dbe8f2421af9099b80,Fade expanded video controls on hover (#6926),04-desktop,integrate final released behavior,3,desktop/src/shared/styles/globals/video-review.css;desktop/src/shared/ui/VideoPlayer.tsx;desktop/tests/e2e/video-attachment.spec.ts,adapted,Final 0.5.22 source for Fade expanded video controls on hover is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/shared/styles/globals/video-review.css;desktop/src/shared/ui/VideoPlayer.tsx;desktop/tests/e2e/video-attachment.spec.ts;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 1 target-exact, 2 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
100,9176e34405ae59fdefc50dc585454b7e9cb3833a,fix(projects): allow owners to delete agent projects (#6533),02-shared-substrate;04-desktop,integrate final released behavior,12,crates/buzz-test-client/tests/e2e_project.rs;desktop/src/features/projects/deleteProject.test.mjs;desktop/src/features/projects/hooks.ts;desktop/src/features/projects/projectDeletion.test.mjs;desktop/src/features/projects/projectDeletion.ts;desktop/src/features/projects/projectDeletionMutation.test.mjs;desktop/src/features/projects/projectDeletionMutation.ts;desktop/src/features/projects/projectModels.test.mjs;desktop/src/features/projects/projectModels.ts;desktop/src/features/projects/ui/ProjectsOverviewItems.tsx;desktop/src/features/projects/useProjectOwnerProfiles.ts;desktop/src/features/sidebar/ui/SidebarProjectsSection.tsx,adapted,Final 0.5.22 source for fix(projects): allow owners to delete agent projects is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,crates/buzz-test-client/tests/e2e_project.rs;desktop/src/features/projects/deleteProject.test.mjs;desktop/src/features/projects/hooks.ts;desktop/src/features/projects/projectDeletion.test.mjs;desktop/src/features/projects/projectDeletion.ts;desktop/src/features/projects/projectDeletionMutation.test.mjs;desktop/src/features/projects/projectDeletionMutation.ts;desktop/src/features/projects/projectModels.test.mjs;desktop/src/features/projects/projectModels.ts;desktop/src/features/projects/ui/ProjectsOverviewItems.tsx;desktop/src/features/projects/useProjectOwnerProfiles.ts;desktop/src/features/sidebar/ui/SidebarProjectsSection.tsx;plans/reports/260905-projects-release-integration.md;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 8 target-exact, 4 adapted, 0 intentional Crew/mapped paths. 69 focused project tests passed; final renderer gate tracked by coordinator. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
101,82e748085e3f06b8e297387b33f7615a6db23501,chore(deps): update ubuntu:24.04 docker digest to 33ceb71 (#6664),01-toolchain-ci-docs,integrate final released behavior,3,.github/workflows/desktop-release-cache-proof.yml;.github/workflows/linux-canary.yml;.github/workflows/release.yml,retained-Crew-divergence,Retain NuncioCrew Gate and manual Crew release ownership; upstream-only cache/deployment/security-review lane changes are not activated. Shared production code is evaluated separately.,.github/workflows/desktop-release-cache-proof.yml;.github/workflows/linux-canary.yml;.github/workflows/release.yml;.github/workflows/nuncio-crew-ci.yml;.github/workflows/nuncio-crew-release.yml;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 0 target-exact, 0 adapted, 3 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
102,30596d3addf69a6954d034ce28f886539604f2c8,chore(deps): update dependency @tanstack/react-virtual to v3.14.10 (#6666),01-toolchain-ci-docs,integrate final released behavior,1,pnpm-lock.yaml,adapted,Final 0.5.22 source for chore(deps): update dependency @tanstack/react-virtual to v3.14.10 is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,pnpm-lock.yaml;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 0 target-exact, 1 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
103,525007af4b2f644ce07fab92ef4863c46cbae8a3,chore(deps): update dependency vitest to v4.1.11 (#6667),01-toolchain-ci-docs,integrate final released behavior,1,pnpm-lock.yaml,adapted,Final 0.5.22 source for chore(deps): update dependency vitest to v4.1.11 is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,pnpm-lock.yaml;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 0 target-exact, 1 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
104,c363ce13c07cb454d6fa92b96d65cb52322c13e9,chore(deps): update rui314/setup-mold digest to 7e4f20a (#6663),01-toolchain-ci-docs,integrate final released behavior,1,.github/workflows/ci.yml,adapted,Final 0.5.22 source for chore(deps): update rui314/setup-mold digest to 7e4f20a is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,.github/workflows/ci.yml;.github/workflows/nuncio-crew-ci.yml;.github/workflows/nuncio-crew-release.yml;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 0 target-exact, 1 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
